Date,Time,Courbes.CMdebit,Courbes.CCDebitD,Courbes.CMPression,Courbes.CMVolConsomme
2023/02/08,14:00:29,4.9627,5.0000,25.89,3.682
2023/02/08,14:00:31,5.0134,5.0000,25.67,3.858
2023/02/08,14:00:33,4.9773,5.0000,25.79,4.036
2023/02/08,14:00:35,5.0069,5.0000,25.80,4.200
2023/02/08,14:00:37,4.9899,5.0000,25.80,4.357
2023/02/08,14:00:39,5.0261,5.0000,25.75,4.542
2023/02/08,14:00:41,5.0171,5.0000,25.84,4.707
2023/02/08,14:00:43,5.0511,5.0000,25.84,4.867
2023/02/08,14:00:45,5.0297,5.0000,25.75,5.044
2023/02/08,14:00:47,5.0233,5.0000,25.83,5.197
2023/02/08,14:00:49,10.0208,10.0000,25.74,5.477
2023/02/08,14:00:51,10.0048,10.0000,25.85,5.793
2023/02/08,14:00:53,9.9967,10.0000,26.00,6.133
2023/02/08,14:00:55,9.9329,10.0000,25.96,6.468
2023/02/08,14:00:57,9.9731,10.0000,25.99,6.797
2023/02/08,14:00:59,10.0392,10.0000,25.86,7.137
2023/02/08,14:01:01,10.0315,10.0000,26.02,7.468
2023/02/08,14:01:03,10.0185,10.0000,25.98,7.805
2023/02/08,14:01:05,10.0582,10.0000,26.03,8.138
2023/02/08,14:01:07,9.9170,10.0000,26.09,8.472
2023/02/08,14:01:09,10.0186,10.0000,25.96,8.802
2023/02/08,14:01:11,9.9853,10.0000,26.04,9.140
2023/02/08,14:01:13,9.9806,10.0000,26.09,9.472
2023/02/08,14:01:15,9.9659,10.0000,26.11,9.807
2023/02/08,14:01:17,10.0332,10.0000,26.12,10.137
2023/02/08,14:01:19,9.9377,10.0000,26.10,10.475
2023/02/08,14:01:21,9.9816,10.0000,26.09,10.812
2023/02/08,14:01:23,10.0405,10.0000,26.12,11.143
2023/02/08,14:01:25,9.9626,10.0000,26.11,11.477
2023/02/08,14:01:27,9.9613,10.0000,26.12,11.805
2023/02/08,14:01:29,9.8804,10.0000,26.12,12.142
2023/02/08,14:01:31,10.0205,10.0000,26.11,12.475
2023/02/08,14:01:33,10.0482,10.0000,26.12,12.807
2023/02/08,14:01:35,9.9714,10.0000,26.14,13.138
2023/02/08,14:01:37,10.0170,10.0000,26.15,13.468
2023/02/08,14:01:39,9.9928,10.0000,26.14,13.802
2023/02/08,14:01:41,9.9763,10.0000,26.14,14.135
2023/02/08,14:01:43,10.0364,10.0000,26.15,14.465
2023/02/08,14:01:45,9.9834,10.0000,26.16,14.798
2023/02/08,14:01:47,10.0363,10.0000,26.15,15.137
2023/02/08,14:01:49,10.0004,10.0000,26.16,15.463
2023/02/08,14:01:51,9.9759,10.0000,26.16,15.800
2023/02/08,14:01:53,10.0216,10.0000,26.15,16.137
2023/02/08,14:01:55,9.9246,10.0000,26.16,16.462
2023/02/08,14:01:57,9.9699,10.0000,26.18,16.792
2023/02/08,14:01:59,9.9744,10.0000,26.16,17.130
2023/02/08,14:02:01,9.9853,10.0000,26.16,17.460
2023/02/08,14:02:03,9.9387,10.0000,26.16,17.797
2023/02/08,14:02:05,9.9024,10.0000,26.17,18.127
2023/02/08,14:02:07,10.0194,10.0000,26.16,18.457
2023/02/08,14:02:09,10.0169,10.0000,26.26,18.793
2023/02/08,14:02:11,10.0443,10.0000,26.20,19.118
2023/02/08,14:02:13,9.9924,10.0000,26.20,19.460
2023/02/08,14:02:15,9.9740,10.0000,26.21,19.792
2023/02/08,14:02:17,9.9620,10.0000,26.30,20.130
2023/02/08,14:02:19,9.9768,10.0000,26.34,20.468
2023/02/08,14:02:21,10.0527,10.0000,26.31,20.805
2023/02/08,14:02:23,9.9581,10.0000,26.33,21.138
2023/02/08,14:02:25,10.0419,10.0000,26.34,21.468
2023/02/08,14:02:27,9.8999,10.0000,26.42,21.807
2023/02/08,14:02:29,9.9861,10.0000,26.44,22.147
2023/02/08,14:02:31,9.9933,10.0000,26.61,22.482
2023/02/08,14:02:33,9.9614,10.0000,26.81,22.773
2023/02/08,14:02:35,10.0115,10.0000,26.90,23.156
2023/02/08,14:02:37,10.0758,10.0000,27.02,23.450
2023/02/08,14:02:39,10.0291,10.0000,26.96,23.785
2023/02/08,14:02:41,10.0100,10.0000,27.03,24.122
2023/02/08,14:02:43,10.0317,10.0000,27.12,24.453
2023/02/08,14:02:45,9.9821,10.0000,27.14,24.790
2023/02/08,14:02:47,9.9944,10.0000,27.24,25.123
2023/02/08,14:02:49,9.9892,10.0000,27.30,25.457
2023/02/08,14:02:51,10.0253,10.0000,27.30,25.790
2023/02/08,14:02:53,9.9563,10.0000,27.32,26.126
2023/02/08,14:02:55,9.9872,10.0000,27.32,26.462
2023/02/08,14:02:57,10.0240,10.0000,27.33,26.783
2023/02/08,14:02:59,10.0177,10.0000,27.33,27.118
2023/02/08,14:03:01,10.0338,10.0000,27.35,27.455
2023/02/08,14:03:03,9.9881,10.0000,27.48,27.788
2023/02/08,14:03:05,10.0298,10.0000,27.56,28.133
2023/02/08,14:03:07,10.0170,10.0000,27.74,28.473
2023/02/08,14:03:09,9.9584,10.0000,27.91,28.805
2023/02/08,14:03:11,10.0027,10.0000,28.27,29.143
2023/02/08,14:03:13,9.9981,10.0000,28.36,29.478
2023/02/08,14:03:15,9.9890,10.0000,28.43,29.811
2023/02/08,14:03:17,9.9505,10.0000,28.45,30.150
2023/02/08,14:03:19,9.9327,10.0000,28.48,30.483
2023/02/08,14:03:21,10.0482,10.0000,28.49,30.816
2023/02/08,14:03:23,9.9712,10.0000,28.51,31.107
2023/02/08,14:03:25,9.9818,10.0000,28.83,31.478
2023/02/08,14:03:27,10.0051,10.0000,29.02,31.813
2023/02/08,14:03:29,10.0160,10.0000,29.32,32.105
2023/02/08,14:03:31,10.0124,10.0000,29.51,32.482
2023/02/08,14:03:33,9.9612,10.0000,29.68,32.815
2023/02/08,14:03:35,9.9846,10.0000,30.00,33.107
2023/02/08,14:03:37,9.9793,10.0000,30.38,33.485
2023/02/08,14:03:39,10.0107,10.0000,30.79,33.783
2023/02/08,14:03:41,9.9091,10.0000,30.81,34.148
2023/02/08,14:03:43,9.9514,10.0000,30.89,34.478
2023/02/08,14:03:45,10.0273,10.0000,31.82,34.776
2023/02/08,14:03:47,9.9929,10.0000,32.07,35.152
2023/02/08,14:03:49,10.0366,10.0000,33.08,35.445
2023/02/08,14:03:51,10.0369,10.0000,33.55,35.825
2023/02/08,14:03:53,10.0250,10.0000,34.41,36.123
2023/02/08,14:03:55,9.9621,10.0000,35.69,36.455
2023/02/08,14:03:57,9.9598,10.0000,37.72,36.793
2023/02/08,14:03:59,10.0291,10.0000,41.56,37.127
2023/02/08,14:04:01,9.9669,10.0000,47.26,37.467
2023/02/08,14:04:03,9.9617,10.0000,55.25,37.803
2023/02/08,14:04:05,9.9918,10.0000,65.67,38.136
2023/02/08,14:04:07,9.9214,10.0000,84.97,38.471
2023/02/08,14:04:09,10.0040,10.0000,112.35,38.805
2023/02/08,14:04:11,0.0000,10.0000,153.63,39.003
2023/02/08,14:04:13,0.0000,10.0000,150.53,39.003
2023/02/08,14:04:15,0.0000,10.0000,147.24,39.003
2023/02/08,14:04:17,0.0000,10.0000,144.70,39.003
2023/02/08,14:04:19,0.0000,10.0000,142.51,39.003
2023/02/08,14:04:21,0.0000,10.0000,145.83,39.003
2023/02/08,14:04:23,0.0000,10.0000,149.52,39.003
2023/02/08,14:04:25,0.0000,10.0000,158.85,39.003
2023/02/08,14:04:27,0.0000,10.0000,164.72,39.003
2023/02/08,14:04:29,0.0000,10.0000,174.01,39.003
2023/02/08,14:04:31,0.0000,10.0000,173.51,39.003
2023/02/08,14:04:33,0.0000,10.0000,42.00,39.003
2023/02/08,14:04:35,0.0000,10.0000,33.74,39.003
2023/02/08,14:04:37,0.0000,10.0000,31.44,39.003
2023/02/08,14:04:39,0.0000,10.0000,30.29,39.003
2023/02/08,14:04:41,0.0000,10.0000,28.48,38.725
2023/02/08,14:04:43,0.0000,10.0000,27.30,38.308
2023/02/08,14:04:45,0.0000,10.0000,26.15,37.804
2023/02/08,14:04:47,0.0000,10.0000,26.10,37.400
2023/02/08,14:04:49,0.0000,10.0000,25.57,36.939
2023/02/08,14:04:51,0.0000,10.0000,25.58,36.474
2023/02/08,14:04:53,0.0000,10.0000,25.38,36.016
2023/02/08,14:04:55,0.0000,10.0000,25.29,35.555
2023/02/08,14:04:57,0.0000,10.0000,25.24,35.094
2023/02/08,14:04:59,0.0000,10.0000,25.20,34.636
2023/02/08,14:05:01,0.0000,10.0000,25.05,34.177
2023/02/08,14:05:03,0.0000,10.0000,25.01,33.719
2023/02/08,14:05:05,0.0000,10.0000,25.01,33.260
2023/02/08,14:05:07,0.0000,10.0000,25.01,32.797
2023/02/08,14:05:09,0.0000,10.0000,25.00,32.337
2023/02/08,14:05:11,0.0000,10.0000,25.01,31.928
2023/02/08,14:05:13,0.0000,10.0000,25.01,31.431
2023/02/08,14:05:15,0.0000,10.0000,25.00,30.982
2023/02/08,14:05:17,0.0000,10.0000,25.00,30.526
2023/02/08,14:05:19,0.0000,10.0000,25.00,30.081
2023/02/08,14:05:21,0.0000,10.0000,25.00,29.632
2023/02/08,14:05:23,0.0000,10.0000,25.01,29.180
2023/02/08,14:05:25,0.0000,10.0000,24.99,28.681
2023/02/08,14:05:27,0.0000,10.0000,25.00,28.236
2023/02/08,14:05:29,0.0000,10.0000,25.00,27.789
2023/02/08,14:05:31,0.0000,10.0000,25.00,27.344
2023/02/08,14:05:33,0.0000,10.0000,24.99,26.890
2023/02/08,14:05:35,0.0000,10.0000,25.00,26.434
2023/02/08,14:05:37,0.0000,10.0000,25.00,25.989
2023/02/08,14:05:39,0.0000,10.0000,25.00,25.497
2023/02/08,14:05:41,0.0000,10.0000,25.00,25.047
2023/02/08,14:05:43,0.0000,10.0000,25.00,24.603
2023/02/08,14:05:45,0.0000,10.0000,25.00,24.146
2023/02/08,14:05:47,0.0000,10.0000,25.00,23.702
2023/02/08,14:05:49,0.0000,10.0000,25.00,23.252
2023/02/08,14:05:51,0.0000,10.0000,24.99,22.757
2023/02/08,14:05:53,0.0000,10.0000,24.99,22.308
2023/02/08,14:05:55,0.0000,10.0000,24.99,21.893
2023/02/08,14:05:57,0.0000,10.0000,25.00,21.391
2023/02/08,14:05:59,0.0000,10.0000,25.00,20.940
2023/02/08,14:06:01,0.0000,10.0000,25.00,20.511
2023/02/08,14:06:03,0.0000,10.0000,25.00,20.064
2023/02/08,14:06:05,0.0000,10.0000,24.99,19.566
2023/02/08,14:06:07,0.0000,10.0000,25.00,19.108
2023/02/08,14:06:09,0.0000,10.0000,24.99,18.659
2023/02/08,14:06:11,0.0000,10.0000,24.99,18.210
2023/02/08,14:06:13,0.0000,10.0000,24.98,17.746
2023/02/08,14:06:15,0.0000,10.0000,25.00,17.290
2023/02/08,14:06:17,0.0000,10.0000,24.99,16.839
2023/02/08,14:06:19,0.0000,10.0000,25.00,16.394
2023/02/08,14:06:21,0.0000,10.0000,24.98,15.938
2023/02/08,14:06:23,0.0000,10.0000,24.99,15.477
2023/02/08,14:06:25,0.0000,10.0000,25.00,15.026
2023/02/08,14:06:27,0.0000,10.0000,24.99,14.572
2023/02/08,14:06:29,0.0000,10.0000,25.00,14.127
2023/02/08,14:06:31,0.0000,10.0000,25.00,13.675
2023/02/08,14:06:33,0.0000,10.0000,24.99,13.174
2023/02/08,14:06:35,0.0000,10.0000,24.99,12.768
2023/02/08,14:06:37,0.0000,10.0000,25.00,12.270
2023/02/08,14:06:39,0.0000,10.0000,25.00,11.860
2023/02/08,14:06:41,0.0000,10.0000,24.99,11.365
2023/02/08,14:06:43,0.0000,10.0000,25.00,10.909
2023/02/08,14:06:45,0.0000,10.0000,24.99,10.450
2023/02/08,14:06:47,0.0000,10.0000,24.99,9.994
2023/02/08,14:06:49,0.0000,10.0000,24.99,9.538
2023/02/08,14:06:51,0.0000,10.0000,25.00,9.123
2023/02/08,14:06:53,0.0000,10.0000,24.99,8.621
2023/02/08,14:06:55,0.0000,10.0000,25.00,8.174
2023/02/08,14:06:57,0.0000,10.0000,25.00,7.718
2023/02/08,14:06:59,0.0000,10.0000,25.00,7.271
2023/02/08,14:07:01,0.0000,10.0000,24.99,6.822
2023/02/08,14:07:03,0.0000,10.0000,24.99,6.363
2023/02/08,14:07:05,0.0000,10.0000,24.99,5.907
2023/02/08,14:07:07,0.0000,10.0000,24.99,5.455
2023/02/08,14:07:09,0.0000,10.0000,25.00,4.956
2023/02/08,14:07:11,0.0000,10.0000,24.98,4.545
2023/02/08,14:07:13,0.0000,10.0000,24.99,4.096
2023/02/08,14:07:15,0.0000,10.0000,25.00,3.599
2023/02/08,14:07:17,0.0000,10.0000,25.00,3.147
2023/02/08,14:07:19,0.0000,10.0000,25.00,2.696
2023/02/08,14:07:21,0.0000,10.0000,24.99,2.246
2023/02/08,14:07:23,0.0000,10.0000,24.99,1.788
2023/02/08,14:07:25,0.0000,10.0000,24.99,1.339
2023/02/08,14:07:27,0.0000,10.0000,24.98,0.837
2023/02/08,14:07:29,0.0000,10.0000,24.99,0.440
2023/02/08,14:07:31,0.0000,10.0000,24.98,0.322
2023/02/08,14:07:33,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:35,0.0000,10.0000,25.00,0.322
2023/02/08,14:07:37,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:39,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:41,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:43,0.0000,10.0000,25.00,0.322
2023/02/08,14:07:45,0.0000,10.0000,25.00,0.322
2023/02/08,14:07:47,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:49,0.0000,10.0000,25.00,0.322
2023/02/08,14:07:51,0.0000,10.0000,25.00,0.322
2023/02/08,14:07:53,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:55,0.0000,10.0000,24.99,0.322
2023/02/08,14:07:57,0.0000,10.0000,25.00,0.322
2023/02/08,14:07:59,0.0000,10.0000,25.00,0.322
2023/02/08,14:08:01,0.0000,10.0000,25.73,0.322
2023/02/08,14:08:03,0.0000,10.0000,25.84,0.322
2023/02/08,14:08:05,0.0000,10.0000,25.65,0.322
2023/02/08,14:08:07,0.0000,10.0000,25.71,0.322
2023/02/08,14:08:09,0.0000,10.0000,25.67,0.322
2023/02/08,14:08:11,0.0000,10.0000,25.76,0.322
2023/02/08,14:08:13,0.0000,10.0000,25.75,0.322
2023/02/08,14:08:15,0.0000,10.0000,25.75,0.322
2023/02/08,14:08:17,0.0000,10.0000,25.79,0.322
2023/02/08,14:08:19,0.0000,10.0000,25.67,0.322
2023/02/08,14:08:21,0.0000,10.0000,25.75,0.322
2023/02/08,14:08:23,0.0000,5.0000,25.83,0.322
2023/02/08,14:08:25,0.0000,5.0000,25.75,0.322
2023/02/08,14:08:27,0.0000,5.0000,25.81,0.322
2023/02/08,14:08:29,0.0000,5.0000,25.77,0.322
2023/02/08,14:08:31,0.0000,5.0000,25.78,0.322
2023/02/08,14:08:33,0.0000,5.0000,25.84,0.322
2023/02/08,14:08:35,0.0000,5.0000,25.69,0.322
2023/02/08,14:08:37,0.0000,5.0000,25.76,0.322
2023/02/08,14:08:39,0.0000,5.0000,25.80,0.322
2023/02/08,14:08:41,0.0000,5.0000,25.77,0.322
2023/02/08,14:08:43,0.0000,5.0000,25.72,0.322
2023/02/08,14:08:45,0.0000,5.0000,25.79,0.322
2023/02/08,14:08:47,0.0000,5.0000,25.68,0.322
2023/02/08,14:08:49,0.0000,5.0000,25.69,0.322
2023/02/08,14:08:51,0.0000,5.0000,25.71,0.322
2023/02/08,14:08:53,0.0000,5.0000,25.81,0.322
2023/02/08,14:08:55,4.9719,5.0000,25.74,0.358
2023/02/08,14:08:57,5.0123,5.0000,25.84,0.534
2023/02/08,14:08:59,4.9993,5.0000,25.85,0.711
2023/02/08,14:09:01,4.9747,5.0000,25.80,0.857
2023/02/08,14:09:03,4.9942,5.0000,25.73,1.045
2023/02/08,14:09:05,5.0138,5.0000,25.73,1.189
2023/02/08,14:09:07,5.0486,5.0000,25.70,1.379
2023/02/08,14:09:09,5.0366,5.0000,25.79,1.542
2023/02/08,14:09:11,4.9918,5.0000,25.82,1.691
2023/02/08,14:09:13,4.9954,5.0000,25.79,1.875
2023/02/08,14:09:15,5.0125,5.0000,25.71,2.041
2023/02/08,14:09:17,4.9815,5.0000,25.91,2.188
2023/02/08,14:09:19,5.0040,5.0000,25.87,2.375
2023/02/08,14:09:21,4.9606,5.0000,25.77,2.522
2023/02/08,14:09:23,5.0069,5.0000,25.86,2.710
2023/02/08,14:09:25,5.0314,5.0000,25.87,2.872
2023/02/08,14:09:27,4.9919,5.0000,25.82,3.038
2023/02/08,14:09:29,5.0001,5.0000,25.94,3.202
2023/02/08,14:09:31,5.0350,5.0000,25.80,3.367
2023/02/08,14:09:33,5.0007,5.0000,25.88,3.532
2023/02/08,14:09:35,5.0384,5.0000,25.85,3.699
2023/02/08,14:09:37,5.0066,5.0000,25.95,3.867
2023/02/08,14:09:39,5.0042,5.0000,25.90,4.030
2023/02/08,14:09:41,4.9695,5.0000,25.85,4.198
2023/02/08,14:09:43,5.0153,5.0000,25.91,4.362
2023/02/08,14:09:45,4.9721,5.0000,25.87,4.526
2023/02/08,14:09:47,5.0172,5.0000,26.00,4.690
2023/02/08,14:09:49,4.9733,5.0000,25.97,4.858
2023/02/08,14:09:51,4.9652,5.0000,25.96,5.043
2023/02/08,14:09:53,5.0040,5.0000,25.98,5.192
2023/02/08,14:09:55,5.0178,5.0000,25.87,5.360
2023/02/08,14:09:57,5.0128,5.0000,25.92,5.526
