Date,Time,Courbes.CMdebit,Courbes.CCDebitD,Courbes.CMPression,Courbes.CMVolConsomme
2022/10/17,19:22:45,0.0620,0.0600,352.80,16.683
2022/10/17,19:22:47,0.0705,0.0600,353.23,16.684
2022/10/17,19:22:49,0.0570,0.0600,353.43,16.687
2022/10/17,19:22:51,0.0613,0.0600,353.86,16.689
2022/10/17,19:22:53,0.0612,0.0600,354.19,16.690
2022/10/17,19:22:55,0.0657,0.0600,354.47,16.693
2022/10/17,19:22:57,0.0571,0.0600,354.68,16.694
2022/10/17,19:22:59,0.0655,0.0600,355.16,16.696
2022/10/17,19:23:01,0.0724,0.0600,355.59,16.699
2022/10/17,19:23:03,0.0543,0.0600,355.72,16.700
2022/10/17,19:23:05,0.0480,0.0600,356.23,16.702
2022/10/17,19:23:07,0.0516,0.0600,356.58,16.704
2022/10/17,19:23:09,0.0536,0.0600,356.80,16.707
2022/10/17,19:23:11,0.0702,0.0600,356.82,16.708
2022/10/17,19:23:13,0.0667,0.0600,357.08,16.711
2022/10/17,19:23:15,0.0519,0.0600,357.60,16.712
2022/10/17,19:23:17,0.0698,0.0600,357.95,16.714
2022/10/17,19:23:19,0.0533,0.0600,358.37,16.717
2022/10/17,19:23:21,0.0716,0.0600,359.03,16.719
2022/10/17,19:23:23,0.0624,0.0600,359.09,16.721
2022/10/17,19:23:25,0.0691,0.0600,359.16,16.722
2022/10/17,19:23:27,0.0602,0.0600,359.45,16.725
2022/10/17,19:23:29,0.0515,0.0600,360.12,16.726
2022/10/17,19:23:31,0.0622,0.0600,360.28,16.728
2022/10/17,19:23:33,0.0623,0.0600,360.31,16.730
2022/10/17,19:23:35,0.0594,0.0600,360.90,16.732
2022/10/17,19:23:37,0.0643,0.0600,361.33,16.734
2022/10/17,19:23:39,0.0467,0.0600,361.45,16.736
2022/10/17,19:23:41,0.0678,0.0600,361.52,16.738
2022/10/17,19:23:43,0.0646,0.0600,362.22,16.741
2022/10/17,19:23:45,0.0610,0.0600,362.53,16.743
2022/10/17,19:23:47,0.0623,0.0600,362.78,16.744
2022/10/17,19:23:49,0.0657,0.0600,363.11,16.747
2022/10/17,19:23:51,0.0468,0.0600,363.62,16.749
2022/10/17,19:23:53,0.0731,0.0600,363.78,16.750
2022/10/17,19:23:55,0.0476,0.0600,363.86,16.753
2022/10/17,19:23:57,0.0649,0.0600,364.62,16.754
2022/10/17,19:23:59,0.0537,0.0600,364.80,16.756
2022/10/17,19:24:01,0.0583,0.0600,365.10,16.759
2022/10/17,19:24:03,0.0388,0.0600,365.74,16.761
2022/10/17,19:24:05,0.0526,0.0600,366.04,16.763
2022/10/17,19:24:07,0.0703,0.0600,366.12,16.764
2022/10/17,19:24:09,0.0599,0.0600,366.12,16.767
2022/10/17,19:24:11,0.0622,0.0600,366.30,16.768
2022/10/17,19:24:13,0.0494,0.0600,366.96,16.771
2022/10/17,19:24:15,0.0560,0.0600,367.23,16.772
2022/10/17,19:24:17,0.0495,0.0600,367.75,16.775
2022/10/17,19:24:19,0.0654,0.0600,368.09,16.777
2022/10/17,19:24:21,0.0687,0.0600,368.41,16.778
2022/10/17,19:24:23,0.0614,0.0600,368.45,16.781
2022/10/17,19:24:25,0.0582,0.0600,368.87,16.782
2022/10/17,19:24:27,0.0516,0.0600,369.18,16.784
2022/10/17,19:24:29,0.0692,0.0600,369.59,16.787
2022/10/17,19:24:31,0.0657,0.0600,369.74,16.788
2022/10/17,19:24:33,0.0711,0.0600,370.11,16.790
2022/10/17,19:24:35,0.0578,0.0600,370.70,16.792
2022/10/17,19:24:37,0.0695,0.0600,370.77,16.794
2022/10/17,19:24:39,0.0670,0.0600,370.90,16.796
2022/10/17,19:24:41,0.0551,0.0600,371.46,16.798
2022/10/17,19:24:43,0.0636,0.0600,371.81,16.801
2022/10/17,19:24:45,0.0719,0.0600,371.99,16.802
2022/10/17,19:24:47,0.0492,0.0600,372.46,16.805
2022/10/17,19:24:49,0.0506,0.0600,372.83,16.807
2022/10/17,19:24:51,0.0768,0.0600,373.07,16.808
2022/10/17,19:24:53,0.0678,0.0600,373.31,16.811
2022/10/17,19:24:55,0.0578,0.0600,373.62,16.812
2022/10/17,19:24:57,0.0546,0.0600,374.19,16.814
2022/10/17,19:24:59,0.0639,0.0600,374.42,16.816
2022/10/17,19:25:01,0.0588,0.0600,374.86,16.818
2022/10/17,19:25:03,0.0499,0.0600,375.23,16.820
2022/10/17,19:25:05,0.0453,0.0600,375.43,16.822
2022/10/17,19:25:07,0.0665,0.0600,375.43,16.825
2022/10/17,19:25:09,0.0482,0.0600,375.47,16.826
2022/10/17,19:25:11,0.0680,0.0600,376.36,16.829
2022/10/17,19:25:13,0.0612,0.0600,376.58,16.831
2022/10/17,19:25:15,0.0542,0.0600,376.61,16.832
2022/10/17,19:25:17,0.0634,0.0600,377.31,16.835
2022/10/17,19:25:19,0.0423,0.0600,377.72,16.836
2022/10/17,19:25:21,0.0674,0.0600,377.76,16.838
2022/10/17,19:25:23,0.0733,0.0600,377.85,16.841
2022/10/17,19:25:25,0.0643,0.0600,378.37,16.842
2022/10/17,19:25:27,0.0616,0.0600,378.79,16.845
2022/10/17,19:25:29,0.0578,0.0600,378.97,16.846
2022/10/17,19:25:31,0.0547,0.0600,379.37,16.849
2022/10/17,19:25:33,0.0563,0.0600,379.64,16.850
2022/10/17,19:25:35,0.0600,0.0600,380.06,16.852
2022/10/17,19:25:37,0.0592,0.0600,380.08,16.855
2022/10/17,19:25:39,0.0654,0.0600,380.16,16.856
2022/10/17,19:25:41,0.0443,0.0600,380.81,16.858
2022/10/17,19:25:43,0.0599,0.0600,381.16,16.860
2022/10/17,19:25:45,0.0684,0.0600,381.24,16.863
2022/10/17,19:25:47,0.0659,0.0600,381.42,16.865
2022/10/17,19:25:49,0.0543,0.0600,381.96,16.866
2022/10/17,19:25:51,0.0591,0.0600,382.36,16.869
2022/10/17,19:25:53,0.0602,0.0600,382.42,16.870
2022/10/17,19:25:55,0.0708,0.0600,382.69,16.872
2022/10/17,19:25:57,0.0565,0.0600,383.11,16.874
2022/10/17,19:25:59,0.0525,0.0600,383.49,16.876
2022/10/17,19:26:01,0.0691,0.0600,383.62,16.879
2022/10/17,19:26:03,0.0587,0.0600,384.26,16.880
2022/10/17,19:26:05,0.0459,0.0600,384.65,16.882
2022/10/17,19:26:07,0.0591,0.0600,384.72,16.885
2022/10/17,19:26:09,0.0609,0.0600,384.74,16.886
2022/10/17,19:26:11,0.0591,0.0600,384.88,16.889
2022/10/17,19:26:13,0.0501,0.0600,385.29,16.890
2022/10/17,19:26:15,0.0640,0.0600,385.77,16.893
2022/10/17,19:26:17,0.0834,0.0600,385.94,16.895
2022/10/17,19:26:19,0.0693,0.0600,386.30,16.897
2022/10/17,19:26:21,0.0478,0.0600,386.81,16.899
2022/10/17,19:26:23,0.0566,0.0600,387.06,16.900
2022/10/17,19:26:25,0.0629,0.0600,387.08,16.902
2022/10/17,19:26:27,0.0649,0.0600,387.43,16.904
2022/10/17,19:26:29,0.0587,0.0600,387.98,16.906
2022/10/17,19:26:31,0.0473,0.0600,388.22,16.908
2022/10/17,19:26:33,0.0710,0.0600,388.23,16.911
2022/10/17,19:26:35,0.0675,0.0600,388.25,16.912
2022/10/17,19:26:37,0.0581,0.0600,388.50,16.915
2022/10/17,19:26:39,0.0536,0.0600,389.18,16.917
2022/10/17,19:26:41,0.0833,0.0600,389.35,16.918
2022/10/17,19:26:43,0.0605,0.0600,389.64,16.921
2022/10/17,19:26:45,0.0578,0.0600,390.19,16.922
2022/10/17,19:26:47,0.0585,0.0600,390.44,16.924
2022/10/17,19:26:49,0.0664,0.0600,390.65,16.927
2022/10/17,19:26:51,0.0606,0.0600,391.06,16.928
2022/10/17,19:26:53,0.0624,0.0600,391.42,16.930
2022/10/17,19:26:55,0.0644,0.0600,391.71,16.932
2022/10/17,19:26:57,0.0657,0.0600,391.78,16.934
2022/10/17,19:26:59,0.0643,0.0600,392.03,16.936
2022/10/17,19:27:01,0.0626,0.0600,392.61,16.939
2022/10/17,19:27:03,0.0622,0.0600,392.92,16.941
2022/10/17,19:27:05,0.0630,0.0600,393.06,16.942
2022/10/17,19:27:07,0.0689,0.0600,393.62,16.944
2022/10/17,19:27:09,0.0453,0.0600,394.01,16.946
2022/10/17,19:27:11,0.0560,0.0600,394.06,16.949
2022/10/17,19:27:13,0.0736,0.0600,394.13,16.951
2022/10/17,19:27:15,0.0681,0.0600,394.50,16.953
2022/10/17,19:27:17,0.0532,0.0600,395.08,16.955
2022/10/17,19:27:19,0.0777,0.0600,395.21,16.956
2022/10/17,19:27:21,0.0557,0.0600,395.42,16.958
2022/10/17,19:27:23,0.0616,0.0600,396.08,16.960
2022/10/17,19:27:25,0.0564,0.0600,396.36,16.962
2022/10/17,19:27:27,0.0709,0.0600,396.39,16.964
2022/10/17,19:27:29,0.0526,0.0600,396.52,16.966
2022/10/17,19:27:31,0.0571,0.0600,397.20,16.969
2022/10/17,19:27:33,0.0655,0.0600,397.50,16.970
2022/10/17,19:27:35,0.0574,0.0600,397.54,16.973
2022/10/17,19:27:37,0.0522,0.0600,397.63,16.974
2022/10/17,19:27:39,0.0481,0.0600,397.99,16.977
2022/10/17,19:27:41,0.0590,0.0600,398.57,16.979
2022/10/17,19:27:43,0.0598,0.0600,398.69,16.980
2022/10/17,19:27:45,0.0484,0.0600,398.77,16.983
2022/10/17,19:27:47,0.0535,0.0600,398.97,16.984
2022/10/17,19:27:49,0.0623,0.0600,399.69,16.986
2022/10/17,19:27:51,0.0578,0.0600,399.83,16.989
2022/10/17,19:27:53,0.0554,0.0600,399.91,16.990
2022/10/17,19:27:55,0.0689,0.0600,400.17,16.992
2022/10/17,19:27:57,0.0609,0.0600,400.74,16.995
2022/10/17,19:27:59,0.0568,0.0600,401.00,16.996
2022/10/17,19:28:01,0.0660,0.0600,401.05,16.998
2022/10/17,19:28:03,0.0568,0.0600,401.28,17.000
2022/10/17,19:28:05,0.0587,0.0600,401.51,17.002
2022/10/17,19:28:07,0.0556,0.0600,402.05,17.005
2022/10/17,19:28:09,0.0694,0.0600,402.18,17.006
2022/10/17,19:28:11,0.0568,0.0600,402.54,17.009
2022/10/17,19:28:13,0.0540,0.0600,402.85,17.010
2022/10/17,19:28:15,0.0681,0.0600,403.32,17.013
2022/10/17,19:28:17,0.0449,0.0600,403.35,17.015
2022/10/17,19:28:19,0.0569,0.0600,403.37,17.016
2022/10/17,19:28:21,0.0680,0.0600,403.38,17.019
2022/10/17,19:28:23,0.0520,0.0600,403.41,17.020
2022/10/17,19:28:25,0.0654,0.0600,404.03,17.023
2022/10/17,19:28:27,0.0733,0.0600,404.30,17.025
2022/10/17,19:28:29,0.0651,0.0600,404.52,17.026
2022/10/17,19:28:31,0.0648,0.0600,404.74,17.028
2022/10/17,19:28:33,0.0739,0.0600,405.26,17.030
2022/10/17,19:28:35,0.0602,0.0600,405.61,17.032
2022/10/17,19:28:37,0.0530,0.0600,405.70,17.034
2022/10/17,19:28:39,0.0636,0.0600,405.72,17.037
2022/10/17,19:28:41,0.0733,0.0600,405.81,17.039
2022/10/17,19:28:43,0.0499,0.0600,406.19,17.040
2022/10/17,19:28:45,0.0509,0.0600,406.76,17.043
2022/10/17,19:28:47,0.0677,0.0600,406.84,17.044
2022/10/17,19:28:49,0.0558,0.0600,406.87,17.047
2022/10/17,19:28:51,0.0600,0.0600,406.97,17.048
2022/10/17,19:28:53,0.0599,0.0600,407.33,17.050
2022/10/17,19:28:55,0.0658,0.0600,407.85,17.052
2022/10/17,19:28:57,0.0667,0.0600,408.01,17.055
2022/10/17,19:28:59,0.0674,0.0600,408.12,17.057
2022/10/17,19:29:01,0.0566,0.0600,408.60,17.058
2022/10/17,19:29:03,0.0651,0.0600,408.92,17.060
2022/10/17,19:29:05,0.0645,0.0600,409.16,17.062
2022/10/17,19:29:07,0.0599,0.0600,409.21,17.065
2022/10/17,19:29:09,0.0436,0.0600,409.60,17.066
2022/10/17,19:29:11,0.0581,0.0600,410.03,17.068
2022/10/17,19:29:13,0.0535,0.0600,410.33,17.071
2022/10/17,19:29:15,0.0579,0.0600,410.38,17.072
2022/10/17,19:29:17,0.0615,0.0600,410.59,17.074
2022/10/17,19:29:19,0.0519,0.0600,411.06,17.076
2022/10/17,19:29:21,0.0578,0.0600,411.36,17.078
2022/10/17,19:29:23,0.0716,0.0600,411.52,17.081
2022/10/17,19:29:25,0.0526,0.0600,411.79,17.082
2022/10/17,19:29:27,0.0586,0.0600,412.08,17.085
2022/10/17,19:29:29,0.0550,0.0600,412.54,17.086
2022/10/17,19:29:31,0.0633,0.0600,412.67,17.088
2022/10/17,19:29:33,0.0529,0.0600,412.69,17.090
2022/10/17,19:29:35,0.0585,0.0600,412.74,17.092
2022/10/17,19:29:37,0.0643,0.0600,412.97,17.095
2022/10/17,19:29:39,0.0611,0.0600,413.30,17.096
2022/10/17,19:29:41,0.0536,0.0600,413.61,17.098
2022/10/17,19:29:43,0.0508,0.0600,413.81,17.101
2022/10/17,19:29:45,0.0557,0.0600,413.94,17.102
2022/10/17,19:29:47,0.0667,0.0600,414.54,17.105
2022/10/17,19:29:49,0.0520,0.0600,414.76,17.106
2022/10/17,19:29:51,0.0647,0.0600,414.98,17.109
2022/10/17,19:29:53,0.0704,0.0600,415.01,17.110
2022/10/17,19:29:55,0.0633,0.0600,415.14,17.112
2022/10/17,19:29:57,0.0737,0.0600,415.35,17.115
2022/10/17,19:29:59,0.0613,0.0600,415.79,17.116
2022/10/17,19:30:01,0.0672,0.0600,416.08,17.118
2022/10/17,19:30:03,0.0622,0.0600,416.18,17.121
2022/10/17,19:30:05,0.0611,0.0600,416.42,17.122
2022/10/17,19:30:07,0.0480,0.0600,416.69,17.125
2022/10/17,19:30:09,0.0657,0.0600,417.22,17.126
2022/10/17,19:30:11,0.0551,0.0600,417.31,17.129
2022/10/17,19:30:13,0.0550,0.0600,417.35,17.130
2022/10/17,19:30:15,0.0628,0.0600,417.45,17.132
2022/10/17,19:30:17,0.0653,0.0600,417.77,17.135
2022/10/17,19:30:19,0.0647,0.0600,418.16,17.136
2022/10/17,19:30:21,0.0491,0.0600,418.42,17.138
2022/10/17,19:30:23,0.0595,0.0600,418.52,17.140
2022/10/17,19:30:25,0.0460,0.0600,418.61,17.142
2022/10/17,19:30:27,0.0599,0.0600,419.04,17.145
2022/10/17,19:30:29,0.0585,0.0600,419.33,17.146
2022/10/17,19:30:31,0.0625,0.0600,419.66,17.149
2022/10/17,19:30:33,0.0551,0.0600,419.67,17.150
2022/10/17,19:30:35,0.0691,0.0600,419.75,17.153
2022/10/17,19:30:37,0.0637,0.0600,420.10,17.155
2022/10/17,19:30:39,0.0567,0.0600,420.52,17.156
2022/10/17,19:30:41,0.0741,0.0600,420.85,17.159
2022/10/17,19:30:43,0.0598,0.0600,421.09,17.160
2022/10/17,19:30:45,0.0608,0.0600,421.45,17.162
2022/10/17,19:30:47,0.0577,0.0600,421.81,17.165
2022/10/17,19:30:49,0.0698,0.0600,421.89,17.166
2022/10/17,19:30:51,0.0688,0.0600,422.00,17.168
2022/10/17,19:30:53,0.0423,0.0600,422.00,17.170
2022/10/17,19:30:55,0.0522,0.0600,422.09,17.172
2022/10/17,19:30:57,0.0565,0.0600,422.54,17.175
2022/10/17,19:30:59,0.0592,0.0600,422.71,17.176
2022/10/17,19:31:01,0.0612,0.0600,423.10,17.178
2022/10/17,19:31:03,0.0585,0.0600,423.15,17.180
2022/10/17,19:31:05,0.0499,0.0600,423.35,17.182
2022/10/17,19:31:07,0.0478,0.0600,423.91,17.185
2022/10/17,19:31:09,0.0560,0.0600,424.12,17.186
2022/10/17,19:31:11,0.0647,0.0600,424.31,17.189
2022/10/17,19:31:13,0.0522,0.0600,424.33,17.190
2022/10/17,19:31:15,0.0671,0.0600,424.34,17.193
2022/10/17,19:31:17,0.0592,0.0600,424.60,17.194
2022/10/17,19:31:19,0.0655,0.0600,424.86,17.197
2022/10/17,19:31:21,0.0470,0.0600,425.25,17.199
2022/10/17,19:31:23,0.0502,0.0600,425.46,17.200
2022/10/17,19:31:25,0.0479,0.0600,425.50,17.203
2022/10/17,19:31:27,0.0658,0.0600,425.64,17.204
2022/10/17,19:31:29,0.0754,0.0600,425.79,17.206
2022/10/17,19:31:31,0.0738,0.0600,426.16,17.208
2022/10/17,19:31:33,0.0664,0.0600,426.53,17.211
2022/10/17,19:31:35,0.0836,0.0600,426.66,17.212
2022/10/17,19:31:37,0.0592,0.0600,426.67,17.214
2022/10/17,19:31:39,0.0550,0.0600,426.79,17.216
2022/10/17,19:31:41,0.0433,0.0600,427.07,17.218
2022/10/17,19:31:43,0.0618,0.0600,427.58,17.220
2022/10/17,19:31:45,0.0578,0.0600,427.76,17.222
2022/10/17,19:31:47,0.0592,0.0600,427.81,17.224
2022/10/17,19:31:49,0.0726,0.0600,427.98,17.226
2022/10/17,19:31:51,0.0526,0.0600,428.07,17.228
2022/10/17,19:31:53,0.0412,0.0600,428.73,17.231
2022/10/17,19:31:55,0.0495,0.0600,428.87,17.232
2022/10/17,19:31:57,0.0533,0.0600,428.97,17.235
2022/10/17,19:31:59,0.0599,0.0600,429.01,17.236
2022/10/17,19:32:01,0.0538,0.0600,429.18,17.238
2022/10/17,19:32:03,0.0688,0.0600,429.52,17.241
2022/10/17,19:32:05,0.0703,0.0600,429.92,17.242
2022/10/17,19:32:07,0.0661,0.0600,430.11,17.245
2022/10/17,19:32:09,0.0527,0.0600,430.22,17.247
2022/10/17,19:32:11,0.0650,0.0600,430.55,17.248
2022/10/17,19:32:13,0.0499,0.0600,430.86,17.251
2022/10/17,19:32:15,0.0456,0.0600,431.25,17.252
2022/10/17,19:32:17,0.0644,0.0600,431.21,17.254
2022/10/17,19:32:19,0.0630,0.0600,431.31,17.256
2022/10/17,19:32:21,0.0553,0.0600,431.33,17.258
2022/10/17,19:32:23,0.0561,0.0600,431.35,17.260
2022/10/17,19:32:25,0.0582,0.0600,431.63,17.262
2022/10/17,19:32:27,0.0574,0.0600,431.86,17.265
2022/10/17,19:32:29,0.0694,0.0600,432.36,17.266
2022/10/17,19:32:31,0.0685,0.0600,432.44,17.269
2022/10/17,19:32:33,0.0396,0.0600,432.52,17.270
2022/10/17,19:32:35,0.0481,0.0600,432.89,17.273
2022/10/17,19:32:37,0.0573,0.0600,433.11,17.275
2022/10/17,19:32:39,0.0582,0.0600,433.53,17.276
2022/10/17,19:32:41,0.0613,0.0600,433.56,17.279
2022/10/17,19:32:43,0.0575,0.0600,433.65,17.280
2022/10/17,19:32:45,0.0638,0.0600,433.66,17.283
2022/10/17,19:32:47,0.0619,0.0600,433.91,17.285
2022/10/17,19:32:49,0.0709,0.0600,434.35,17.286
2022/10/17,19:32:51,0.0643,0.0600,434.47,17.289
2022/10/17,19:32:53,0.0729,0.0600,434.79,17.290
2022/10/17,19:32:55,0.0805,0.0600,434.81,17.292
2022/10/17,19:32:57,0.0491,0.0600,434.83,17.294
2022/10/17,19:32:59,0.0675,0.0600,434.98,17.296
2022/10/17,19:33:01,0.0606,0.0600,435.60,17.298
2022/10/17,19:33:03,0.0611,0.0600,435.77,17.300
2022/10/17,19:33:05,0.0568,0.0600,435.95,17.302
2022/10/17,19:33:07,0.0561,0.0600,435.99,17.305
2022/10/17,19:33:09,0.0615,0.0600,436.21,17.307
2022/10/17,19:33:11,0.0578,0.0600,436.48,17.308
2022/10/17,19:33:13,0.0727,0.0600,436.94,17.311
2022/10/17,19:33:15,0.0671,0.0600,437.07,17.313
2022/10/17,19:33:17,0.0778,0.0600,437.12,17.314
2022/10/17,19:33:19,0.0529,0.0600,437.15,17.317
2022/10/17,19:33:21,0.0541,0.0600,437.28,17.318
2022/10/17,19:33:23,0.0603,0.0600,437.57,17.320
2022/10/17,19:33:25,0.0526,0.0600,438.15,17.323
2022/10/17,19:33:27,0.0530,0.0600,438.27,17.324
2022/10/17,19:33:29,0.0699,0.0600,438.27,17.326
2022/10/17,19:33:31,0.0564,0.0600,438.37,17.328
2022/10/17,19:33:33,0.0547,0.0600,438.64,17.331
2022/10/17,19:33:35,0.0487,0.0600,438.84,17.332
2022/10/17,19:33:37,0.0471,0.0600,439.21,17.335
2022/10/17,19:33:39,0.0723,0.0600,439.44,17.337
2022/10/17,19:33:41,0.0575,0.0600,439.64,17.339
2022/10/17,19:33:43,0.0600,0.0600,440.13,17.341
2022/10/17,19:33:45,0.0757,0.0600,440.30,17.342
2022/10/17,19:33:47,0.0464,0.0600,440.59,17.345
2022/10/17,19:33:49,0.0608,0.0600,440.61,17.347
2022/10/17,19:33:51,0.0553,0.0600,440.63,17.348
2022/10/17,19:33:53,0.0667,0.0600,440.64,17.350
2022/10/17,19:33:55,0.0743,0.0600,440.75,17.353
2022/10/17,19:33:57,0.0765,0.0600,441.01,17.355
2022/10/17,19:33:59,0.0637,0.0600,441.28,17.356
2022/10/17,19:34:01,0.0640,0.0600,441.75,17.359
2022/10/17,19:34:03,0.0551,0.0600,441.81,17.361
2022/10/17,19:34:05,0.0574,0.0600,441.92,17.362
2022/10/17,19:34:07,0.0652,0.0600,442.08,17.365
2022/10/17,19:34:09,0.0615,0.0600,442.74,17.366
2022/10/17,19:34:11,0.0716,0.0600,442.84,17.368
2022/10/17,19:34:13,0.0721,0.0600,442.95,17.370
2022/10/17,19:34:15,0.0577,0.0600,442.95,17.372
2022/10/17,19:34:17,0.0576,0.0600,443.08,17.374
2022/10/17,19:34:19,0.0587,0.0600,443.22,17.376
2022/10/17,19:34:21,0.0451,0.0600,443.70,17.379
2022/10/17,19:34:23,0.0602,0.0600,443.93,17.380
2022/10/17,19:34:25,0.0708,0.0600,444.10,17.383
2022/10/17,19:34:27,0.0702,0.0600,444.24,17.384
2022/10/17,19:34:29,0.0734,0.0600,444.37,17.387
2022/10/17,19:34:31,0.0587,0.0600,444.57,17.389
2022/10/17,19:34:33,0.0623,0.0600,445.12,17.390
2022/10/17,19:34:35,0.0595,0.0600,445.20,17.393
2022/10/17,19:34:37,0.0592,0.0600,445.28,17.394
2022/10/17,19:34:39,0.0605,0.0600,445.33,17.397
2022/10/17,19:34:41,0.0685,0.0600,445.60,17.398
2022/10/17,19:34:43,0.0770,0.0600,446.04,17.400
2022/10/17,19:34:45,0.0536,0.0600,446.21,17.402
2022/10/17,19:34:47,0.0774,0.0600,446.42,17.404
2022/10/17,19:34:49,0.0560,0.0600,446.44,17.407
2022/10/17,19:34:51,0.0578,0.0600,446.52,17.408
2022/10/17,19:34:53,0.0591,0.0600,446.78,17.410
2022/10/17,19:34:55,0.0602,0.0600,447.37,17.413
2022/10/17,19:34:57,0.0503,0.0600,447.48,17.414
2022/10/17,19:34:59,0.0670,0.0600,447.61,17.416
2022/10/17,19:35:01,0.0756,0.0600,447.63,17.419
2022/10/17,19:35:03,0.0712,0.0600,447.98,17.420
2022/10/17,19:35:05,0.0592,0.0600,448.35,17.423
2022/10/17,19:35:07,0.0632,0.0600,448.64,17.425
2022/10/17,19:35:09,0.0761,0.0600,448.72,17.426
2022/10/17,19:35:11,0.0643,0.0600,448.77,17.429
2022/10/17,19:35:13,0.0520,0.0600,448.96,17.430
2022/10/17,19:35:15,0.0607,0.0600,449.55,17.432
2022/10/17,19:35:17,0.0647,0.0600,449.60,17.435
2022/10/17,19:35:19,0.0736,0.0600,449.86,17.436
2022/10/17,19:35:21,0.0696,0.0600,449.94,17.439
2022/10/17,19:35:23,0.0617,0.0600,449.94,17.440
2022/10/17,19:35:25,0.0729,0.0600,449.94,17.442
2022/10/17,19:35:27,0.0654,0.0600,449.95,17.444
2022/10/17,19:35:29,0.0567,0.0600,450.02,17.446
2022/10/17,19:35:31,0.0540,0.0600,450.37,17.448
2022/10/17,19:35:33,0.0595,0.0600,450.48,17.450
2022/10/17,19:35:35,0.0584,0.0600,450.75,17.452
2022/10/17,19:35:37,0.0549,0.0600,451.02,17.454
2022/10/17,19:35:39,0.0518,0.0600,450.97,17.456
2022/10/17,19:35:41,0.0544,0.0600,451.10,17.458
2022/10/17,19:35:43,0.0575,0.0600,451.32,17.460
2022/10/17,19:35:45,0.0513,0.0600,451.55,17.463
2022/10/17,19:35:47,0.0595,0.0600,451.74,17.464
2022/10/17,19:35:49,0.0543,0.0600,452.10,17.467
2022/10/17,19:35:51,0.0632,0.0600,452.21,17.468
2022/10/17,19:35:53,0.0629,0.0600,452.25,17.470
2022/10/17,19:35:55,0.0587,0.0600,452.28,17.473
2022/10/17,19:35:57,0.0615,0.0600,452.32,17.474
2022/10/17,19:35:59,0.0620,0.0600,452.37,17.477
2022/10/17,19:36:01,0.0539,0.0600,452.69,17.478
2022/10/17,19:36:03,0.0585,0.0600,452.90,17.480
2022/10/17,19:36:05,0.0570,0.0600,453.35,17.482
2022/10/17,19:36:07,0.0623,0.0600,453.42,17.484
2022/10/17,19:36:09,0.0668,0.0600,453.44,17.486
2022/10/17,19:36:11,0.0585,0.0600,453.49,17.488
2022/10/17,19:36:13,0.0584,0.0600,453.74,17.490
2022/10/17,19:36:15,0.0670,0.0600,454.00,17.492
2022/10/17,19:36:17,0.0600,0.0600,454.32,17.494
2022/10/17,19:36:19,0.0612,0.0600,454.46,17.497
2022/10/17,19:36:21,0.0554,0.0600,454.59,17.498
2022/10/17,19:36:23,0.0625,0.0600,454.59,17.500
2022/10/17,19:36:25,0.0542,0.0600,454.60,17.503
2022/10/17,19:36:27,0.0494,0.0600,454.62,17.504
2022/10/17,19:36:29,0.0539,0.0600,454.66,17.507
2022/10/17,19:36:31,0.0564,0.0600,454.96,17.508
2022/10/17,19:36:33,0.0633,0.0600,455.20,17.511
2022/10/17,19:36:35,0.0573,0.0600,455.48,17.512
2022/10/17,19:36:37,0.0515,0.0600,455.63,17.514
2022/10/17,19:36:39,0.0573,0.0600,455.76,17.517
2022/10/17,19:36:41,0.0737,0.0600,455.77,17.518
2022/10/17,19:36:43,0.0638,0.0600,455.83,17.521
2022/10/17,19:36:45,0.0650,0.0600,455.99,17.522
2022/10/17,19:36:47,0.0536,0.0600,456.14,17.524
2022/10/17,19:36:49,0.0575,0.0600,456.34,17.527
2022/10/17,19:36:51,0.0509,0.0600,456.44,17.528
2022/10/17,19:36:53,0.0630,0.0600,456.77,17.531
2022/10/17,19:36:55,0.0602,0.0600,456.89,17.532
2022/10/17,19:36:57,0.0604,0.0600,456.90,17.535
2022/10/17,19:36:59,0.0648,0.0600,456.93,17.536
2022/10/17,19:37:01,0.0449,0.0600,456.99,17.538
2022/10/17,19:37:03,0.0527,0.0600,457.01,17.541
2022/10/17,19:37:05,0.0646,0.0600,457.34,17.542
2022/10/17,19:37:07,0.0674,0.0600,457.53,17.544
2022/10/17,19:37:09,0.0577,0.0600,457.92,17.546
2022/10/17,19:37:11,0.0716,0.0600,458.00,17.548
2022/10/17,19:37:13,0.0678,0.0600,458.11,17.550
2022/10/17,19:37:15,0.0768,0.0600,458.37,17.552
2022/10/17,19:37:17,0.0545,0.0600,458.67,17.554
2022/10/17,19:37:19,0.0556,0.0600,458.80,17.556
2022/10/17,19:37:21,0.0644,0.0600,458.93,17.558
2022/10/17,19:37:23,0.0605,0.0600,459.12,17.561
2022/10/17,19:37:25,0.0534,0.0600,459.24,17.562
2022/10/17,19:37:27,0.0623,0.0600,459.25,17.565
2022/10/17,19:37:29,0.0531,0.0600,459.26,17.566
2022/10/17,19:37:31,0.0709,0.0600,459.26,17.568
2022/10/17,19:37:33,0.0637,0.0600,459.28,17.570
2022/10/17,19:37:35,0.0565,0.0600,459.36,17.572
2022/10/17,19:37:37,0.0654,0.0600,459.43,17.574
2022/10/17,19:37:39,0.0709,0.0600,459.66,17.576
2022/10/17,19:37:41,0.0591,0.0600,460.15,17.579
